iter	Passed	Remaining
1468	2464110	51999
1469	2465832	50323
1470	2467795	48651
1471	2469831	46980
1472	2471697	45306
1473	2473186	43624
1474	2474806	41945
1475	2476585	40269
1476	2478278	38592
1477	2480153	36917
1478	2481996	35241
1479	2483825	33565
1480	2485489	31886
1481	2487406	30211
1482	2489120	28533
1483	2490577	26852
1484	2492717	25178
1485	2494617	23502
1486	2496070	21821
1487	2497933	20144
1488	2499995	18468
1489	2501741	16790
1490	2503426	15111
1491	2505271	13433
1492	2506982	11754
1493	2508439	10074
1494	2510087	8394
1495	2511937	6716
1496	2513424	5036
1497	2515099	3357
1498	2517153	1679
1499	2518663	0
